daily_time_spent,Age,area_income,daily_internet_usage,ad_topic_line,City,is_male,Country,Timestamp,clicked_on_ad,Hour,Day_of_Week,Month,Income_Category,Age_Category,Internet_Usage_Category,Time_Spent_Category
0.840217576,0.523809524,0.878242068,0.50096864,Intuitive dynamic attitude,Pruittmouth,0,Afghanistan,5/2/2016 7:00,0,0.304347826,0,5,3,2,2,3
0.375658678,0.404761905,0.260978526,0.082394963,Grass-roots solution-oriented conglomeration,Jessicastad,1,British Indian Ocean Territory (Chagos Archipelago),2/13/2016 7:53,1,0.304347826,5,2,0,2,0,1
0.713581506,0.5,0.150030158,0.186039472,Advanced 24/7 productivity,Millertown,1,Russian Federation,2/27/2016 4:43,1,0.173913043,5,2,0,2,0,2
0.75845657,0.261904762,0.775800105,0.724421843,Object-based reciprocal knowledgebase,Port Jacqueline,1,Cameroon,1/5/2016 7:52,0,0.304347826,1,1,2,1,3,2
0.883732789,0.380952381,0.702706743,0.737135246,Streamlined non-volatile analyzer,Lake Nicole,1,Cameroon,3/18/2016 13:22,0,0.565217391,4,3,2,1,3,3
0.151113378,0.785714286,0.284618779,0.363542802,Mandatory disintermediate utilization,South John,0,Burundi,5/20/2016 8:49,1,0.347826087,4,5,0,3,1,0
0.929627741,0.404761905,0.727339387,0.636578278,Future-proofed methodical protocol,Pamelamouth,1,Korea,3/23/2016 9:43,0,0.391304348,2,3,2,2,2,3
0.149413565,0.523809524,0.839322749,0.378011866,Exclusive neutral parallelism,Harperborough,0,Tokelau,6/13/2016 17:27,1,0.739130435,0,6,3,2,1,0
0.784293728,0.214285714,0.776192083,0.60546071,Public-key foreground groupware,Port Danielleberg,1,Monaco,5/27/2016 15:25,0,0.652173913,4,5,2,0,2,3
0.270780214,0.214285714,0.367555426,0.17774549,Ameliorated client-driven forecast,West Jeremyside,1,Tuvalu,2/8/2016 10:46,1,0.434782609,0,2,0,0,0,0
0.328913819,0.785714286,0.676446327,0.148020341,Monitored systematic hierarchy,South Cathyfurt,0,Greece,7/19/2016 8:32,1,0.347826087,1,7,2,3,0,1
0.639129696,0.357142857,0.285737147,0.087298704,Open-architected impactful productivity,Palmerside,0,British Virgin Islands,4/14/2016 5:08,1,0.217391304,3,4,0,1,0,2
0.738058814,0.071428571,0.491438471,0.635912338,Business-focused value-added definition,West Guybury,0,Bouvet Island (Bouvetoya),1/27/2016 12:38,0,0.52173913,2,1,0,0,2,2
0.595614482,0.380952381,0.572266802,0.982140695,Programmable asymmetric data-warehouse,Phelpschester,1,Peru,7/2/2016 20:23,0,0.869565217,5,7,1,1,3,1
0.914669386,0.214285714,0.482489697,0.621745974,Digitized static capability,Lake Melindamouth,1,Aruba,3/1/2016 22:13,0,0.956521739,1,3,0,0,2,3
0.449600544,0.904761905,0.176929161,0.390180409,Digitized global capability,North Richardburgh,1,Maldives,7/15/2016 5:05,1,0.217391304,4,7,0,3,1,1
0.390956995,0.095238095,0.247853128,0.652621383,Multi-layered 4thgeneration knowledge user,Port Cassie,0,Senegal,1/14/2016 14:00,1,0.608695652,3,1,0,0,2,1
0.42563318,0.904761905,0.482291035,0.175747669,Synchronized dedicated service-desk,New Thomas,1,Dominica,3/15/2016 3:12,1,0.130434783,1,3,0,3,0,1
,0.261904762,0.723686521,0.586027364,Synchronized systemic hierarchy,Johnstad,0,Luxembourg,4/12/2016 3:26,0,0.130434783,1,4,2,1,2,
0.504164542,0.80952381,0.653159267,0.125136215,Profound stable product,West Aprilport,1,Montenegro,4/7/2016 15:18,1,0.652173913,3,4,1,3,0,1
0.564677885,0.476190476,0.95343443,0.709286839,Reactive demand-driven capacity,Kellytown,0,Ukraine,2/9/2016 5:28,0,0.217391304,1,2,3,2,3,1
0.303076662,0.642857143,0.663162275,0.088025185,Persevering needs-based open architecture,Charlesport,1,Saint Helena,5/7/2016 17:11,1,0.739130435,5,5,2,3,0,0
0.107598164,0.476190476,0.206325557,0.346894297,Intuitive exuding service-desk,Millerchester,0,Liberia,3/11/2016 6:49,1,0.260869565,4,3,0,2,1,0
0.89036206,0.238095238,0.667225291,0.592262986,,Mackenziemouth,0,Russian Federation,4/27/2016 9:27,0,0.391304348,2,4,2,0,2,3
0.53782084,0.261904762,0.69917344,0.89344957,Front-line intermediate database,Zacharystad,0,Tunisia,4/16/2016 11:53,0,0.47826087,5,4,2,1,3,1
0.84854666,0.30952381,0.80282875,0.565019978,Persevering exuding system engine,North Joshua,1,Turkmenistan,5/8/2016 15:38,0,0.652173913,6,5,3,1,2,3
0.829168791,0.285714286,0.777743658,0.650926262,Balanced dynamic application,Bowenview,0,Saint Helena,2/8/2016 0:23,0,0,0,2,2,1,2,3
0.813700493,0.142857143,0.664594134,0.60588449,Reduced global support,Jamesberg,0,Niger,2/11/2016 13:26,0,0.565217391,3,2,2,0,2,3
0.086350501,0.785714286,0.604367192,0.411974815,Organic leadingedge secured line,Lake Cassandraport,1,Turkmenistan,2/17/2016 13:16,1,0.565217391,2,2,1,3,1,0
0.62927078,0.023809524,0.564791726,0.590083545,Business-focused encompassing neural-net,New Sharon,1,Qatar,2/26/2016 22:46,0,0.956521739,4,2,1,0,2,2
0.897501275,0.571428571,0.810254962,0.568712919,Triple-buffered demand-driven alliance,Johnport,0,Sri Lanka,6/8/2016 18:54,0,0.782608696,2,6,3,3,2,3
0.199388067,0.428571429,0.591355097,0.114662792,Visionary maximized process improvement,Hamiltonfort,1,Trinidad and Tobago,1/8/2016 9:32,1,0.391304348,4,1,1,2,0,0
0.261941186,0.642857143,0.615218291,0.091718126,Centralized 24/7 installation,West Christopher,0,Italy,4/25/2016 11:01,1,0.47826087,0,4,1,3,0,0
0.689784124,,0.72577468,0.556544376,Organized static focus group,Hollandberg,1,British Virgin Islands,4/4/2016 7:07,0,0.304347826,0,4,2,,2,2
,0.214285714,0.679961764,0.729567744,Visionary reciprocal circuit,Odomville,0,United Kingdom,5/3/2016 21:19,0,0.913043478,1,5,2,0,3,
0.012408635,0.619047619,0.600925814,0.537595351,Pre-emptive value-added workforce,East Samanthashire,1,Guinea-Bissau,1/17/2016 9:31,1,0.391304348,6,1,1,3,2,0
0.301376849,0.738095238,0.743049216,0.172054728,Sharable analyzing alliance,South Lauraton,1,Micronesia,3/2/2016 4:57,1,0.173913043,2,3,2,3,0,0
0.505014448,0.666666667,0.744042371,0.087904105,Team-oriented encompassing portal,Amandahaven,0,Turkey,2/14/2016 7:36,1,0.304347826,6,2,2,3,0,1
0.81591025,0.285714286,0.816682064,0.440549703,Sharable bottom-line solution,Thomasview,0,Croatia,4/7/2016 3:56,0,0.130434783,3,4,3,1,1,3
0.553969063,0.404761905,0.935409531,0.277454898,,,0,Israel,2/17/2016 11:42,1,0.47826087,2,2,3,2,1,1
0.210436852,0.714285714,0.585450225,0.148504662,Organized global model,Port Sarahshire,0,Svalbard & Jan Mayen Islands,4/10/2016 0:13,1,0,6,4,1,3,0,0
0.765425803,0.238095238,0.643120527,0.813899988,Upgradable asynchronous circuit,Port Gregory,0,Azerbaijan,2/14/2016 17:05,0,0.739130435,6,2,1,0,3,2
0.15672276,0.523809524,0.165776177,0.312265407,Phased transitional instruction set,Brendachester,0,Iran,5/26/2016 22:49,1,0.956521739,3,5,0,2,1,0
0.901070882,0.19047619,0.514777754,0.476147233,Customer-focused empowering ability,Lake Amy,0,Burundi,4/30/2016 8:07,0,0.347826087,5,4,1,0,2,3
0.904980452,0.357142857,0.773545198,0.533660249,Front-line heuristic data-warehouse,Lake Annashire,1,Saint Vincent and the Grenadines,6/15/2016 5:30,0,0.217391304,2,6,2,1,2,3
0.671086181,0.238095238,0.873926182,0.39181499,Stand-alone national attitude,Smithburgh,0,Burundi,3/9/2016 14:45,0,0.608695652,2,3,3,0,1,2
0.908720041,0.30952381,0.726916869,0.448843686,,North Leonmouth,1,Bulgaria,3/31/2016 20:55,0,0.869565217,3,3,2,1,1,3
0.22709502,0.619047619,0.798386277,0.220607822,Streamlined cohesive conglomeration,Robertfurt,0,Christmas Island,6/3/2016 0:55,1,0,4,6,3,3,1,0
0.506884243,0.238095238,0.914887087,0.567381039,Upgradable optimizing toolset,Jasminefort,1,Canada,3/10/2016 23:36,0,1,3,3,3,0,2,1
0.531871494,0.5,0.56988546,0.002663761,Synchronized user-facing core,Jensenborough,0,Rwanda,1/8/2016 0:17,1,0,4,1,1,2,0,1
0.046404895,0.30952381,0.572830261,0.577793922,Organized client-driven alliance,Bradleyburgh,0,Turks and Caicos Islands,6/5/2016 22:11,1,0.956521739,6,6,1,1,2,0
0.733299337,0.142857143,0.717828528,0.668785567,Ergonomic multi-state structure,New Sheila,1,Tunisia,1/16/2016 11:35,0,0.47826087,5,1,2,0,2,2
0.78072412,0.357142857,0.283111334,0.163094806,Synergized multimedia emulation,,0,Norfolk Island,4/22/2016 20:10,1,0.869565217,4,4,0,1,0,3
0.229984702,0.285714286,0.706270738,0.207228478,Customer-focused optimizing moderator,Davidmouth,0,Bouvet Island (Bouvetoya),2/1/2016 9:00,1,0.391304348,0,2,2,1,1,0
0.618901921,0.642857143,0.924551561,0.7134641,Advanced full-range migration,New Michaeltown,0,Turks and Caicos Islands,7/7/2016 13:37,0,0.565217391,3,7,3,3,3,2
0.386707462,0.476190476,0.939299234,0.292953142,De-engineered object-oriented protocol,East Tammie,1,Cook Islands,3/8/2016 0:37,1,0,1,3,3,2,1,1
0.010368859,0.571428571,0.437541057,0.377103766,,,1,Turkey,5/10/2016 17:39,1,0.739130435,1,5,0,3,1,0
0.099609043,0.547619048,0.674724187,0.24942487,Customizable 6thgeneration knowledge user,,1,Guatemala,4/6/2016 11:24,1,0.47826087,2,4,2,2,1,0
0.535441101,0.071428571,0.70958049,0.672902288,,East Tiffanyport,0,Cote d'Ivoire,4/1/2016 16:21,0,0.695652174,4,4,2,0,2,1
,,0.656808315,0.092505146,,Ramirezhaven,1,Faroe Islands,1/5/2016 4:18,1,0.173913043,1,1,1,,0,
0.852116267,0.333333333,0.61911914,0.812507568,Grass-roots impactful system engine,Cranemouth,1,Qatar,5/20/2016 21:31,0,0.913043478,4,5,1,1,3,3
0.400135985,0.452380952,0.285433276,0.052972515,Devolved tangible approach,Lake Edward,1,Ireland,2/3/2016 7:59,1,0.304347826,2,2,0,2,0,1
0.382967874,0.619047619,,0.041954232,Customizable executive software,Lake Conniefurt,0,Ukraine,2/17/2016 21:55,1,0.913043478,2,2,,3,0,1
0.773584906,0.19047619,0.752811876,0.632461557,Progressive analyzing attitude,East Shawnchester,1,Moldova,1/30/2016 16:10,0,0.695652174,5,1,2,0,2,2
0.6945436,0.214285714,0.78879693,0.71419058,Innovative executive encoding,West Joseph,1,Nicaragua,5/15/2016 14:41,0,0.608695652,6,5,3,0,3,2
0.40863505,0.452380952,0.727702964,0.067381039,Down-sized uniform info-mediaries,Lake Christopherfurt,0,Montserrat,1/5/2016 17:56,1,0.739130435,1,1,2,2,0,1
0.617712052,0.833333333,0.255461815,0.205412278,Streamlined next generation implementation,East Tylershire,0,Timor-Leste,4/19/2016 7:34,1,0.304347826,1,4,0,3,1,2
0.649158593,0.285714286,0.924431387,0.480203414,Distributed tertiary system engine,Sharpberg,0,Bouvet Island (Bouvetoya),3/15/2016 15:49,0,0.652173913,1,3,3,1,2,2
0.427672956,0.523809524,0.517121837,0.002239981,Triple-buffered scalable groupware,Lake Dustin,0,Puerto Rico,6/12/2016 15:25,1,0.652173913,6,6,1,2,0,1
0.763386028,0.404761905,0.910143949,0.579791742,Total 5thgeneration encoding,North Kristine,0,Central African Republic,7/1/2016 4:41,0,0.173913043,4,7,3,2,2,2
0.341662417,0.357142857,0.680235095,0.083666303,Integrated human-resource encoding,Grahamberg,1,Venezuela,5/8/2016 12:12,1,0.52173913,6,5,2,1,0,1
0.426653068,0.357142857,0.438248817,0.025971667,Phased dynamic customer loyalty,New Tina,0,Australia,3/14/2016 23:13,1,1,0,3,0,1,0,1
0.412884583,,0.356373276,0.027303548,Open-source coherent policy,Nelsonfurt,1,Wallis and Futuna,5/25/2016 0:19,1,0,2,5,0,,0,1
0.634030257,0.571428571,0.876431821,0.203232837,Down-sized modular intranet,Christopherport,0,Jersey,5/13/2016 11:51,1,0.47826087,4,5,3,3,0,2
0.394186639,0.119047619,0.695598298,0.271764136,Pre-emptive content-based focus group,Port Sarahhaven,0,Puerto Rico,2/20/2016 20:47,1,0.869565217,5,2,2,0,1,1
0.636240014,0.166666667,0.767583675,0.744278968,Versatile 4thgeneration system engine,Bradleyborough,1,Samoa,5/22/2016 20:49,0,0.869565217,6,5,2,0,3,2
0.297127316,0.5,0.765806411,0.127557816,Ergonomic full-range time-frame,Whiteport,1,Greece,4/10/2016 2:02,1,0.086956522,6,4,2,2,0,0
0.188169301,0.285714286,0.178502725,0.372381644,,,1,Antarctica (the territory South of 60 deg S),2/28/2016 6:41,1,0.260869565,6,2,0,1,1,0
0.684004759,0.166666667,0.595094391,0.810328127,Progressive empowering alliance,Wongland,0,Albania,7/8/2016 21:18,0,0.913043478,4,7,1,0,3,2
0.223015468,0.404761905,0.129436556,0.298099043,Versatile homogeneous capacity,Williammouth,1,Hong Kong,4/19/2016 15:14,1,0.652173913,1,4,0,2,1,0
0.124766276,0.523809524,0.777706705,0.311902167,Function-based optimizing protocol,Williamsborough,0,Lithuania,1/8/2016 22:47,1,0.956521739,4,1,2,2,1,0
0.051164372,0.642857143,0.578307117,0.323525851,Up-sized secondary software,North Michael,0,Egypt,3/28/2016 8:46,1,0.347826087,0,3,1,3,1,0
0.800781914,0.357142857,0.846873869,0.646991161,Seamless holistic time-frame,Benjaminchester,1,Bangladesh,7/2/2016 14:57,0,0.608695652,5,7,3,1,2,3
,0.80952381,0.274112322,0.389877709,Persevering reciprocal firmware,Hernandezville,0,Western Sahara,7/3/2016 9:22,1,0.391304348,6,7,0,3,1,
0.526942036,0.095238095,0.578244816,0.790047221,Centralized logistical secured line,Youngburgh,1,Serbia,6/1/2016 9:27,0,0.391304348,2,6,1,0,3,1
0.974162842,0.5,0.696262691,0.541530452,Innovative background conglomeration,Wallacechester,0,Maldives,7/9/2016 14:55,0,0.608695652,5,7,2,2,2,3
0.604793473,0.047619048,0.524973774,0.686463252,Switchable 3rdgeneration hub,Sanchezmouth,1,Czech Republic,2/9/2016 22:04,0,0.956521739,1,2,1,0,2,2
0.576066633,0.023809524,0.654899272,0.589538685,Polarized 6thgeneration info-mediaries,Bradshawborough,0,Guernsey,6/10/2016 11:31,0,0.47826087,4,6,1,0,2,1
0.814040456,0.5,0.812206761,0.752754571,Balanced heuristic approach,Amyhaven,1,Tanzania,2/14/2016 3:50,0,0.130434783,6,2,3,2,3,3
0.6736359,0.142857143,0.497209731,0.824857731,Focused 24hour implementation,Marcushaven,1,Bhutan,7/5/2016 17:17,0,0.739130435,1,7,0,0,3,2
0.166411695,0.547619048,0.802350191,0.279755418,De-engineered mobile infrastructure,Erinton,0,Christmas Island,4/28/2016 5:50,1,0.217391304,3,4,3,2,1,0
0.253782084,0.261904762,0.294122614,0.184041652,Customer-focused upward-trending contingency,Hughesport,0,Guinea,4/3/2016 5:10,1,0.217391304,6,4,0,1,0,0
0.704062553,0.30952381,0.889874985,0.640271219,Operative system-worthy protocol,Johnstad,0,Micronesia,3/9/2016 14:57,0,0.608695652,2,3,3,1,2,2
0.578446371,0.976190476,0.707559671,,User-friendly upward-trending intranet,New Lucasburgh,0,Madagascar,1/16/2016 23:37,1,1,5,1,2,3,,1
0.52082271,0.80952381,0.782317299,0.793074222,Future-proofed holistic superstructure,Michelleside,1,Lebanon,7/3/2016 4:33,1,0.173913043,6,7,2,3,3,1
0.6527282,0.071428571,0.642418264,0.648323042,,,0,Eritrea,3/14/2016 6:46,0,0.260869565,0,3,1,0,2,2
0.229984702,0.642857143,0.364068391,0.114178472,Horizontal hybrid challenge,New Rachel,1,Guyana,1/9/2016 5:44,1,0.217391304,5,1,0,3,0,0
0.618731939,0.30952381,0.896142517,0.704867417,Virtual composite model,Port Susan,1,Trinidad and Tobago,2/11/2016 4:37,0,0.173913043,3,2,3,1,3,2
0.754547,0.285714286,0.652533048,0.844896477,Switchable mobile framework,,1,Jersey,6/22/2016 7:33,0,0.304347826,2,6,1,1,3,2
,0.857142857,0.806541627,0.352161279,Focused intangible moderator,Port Christopherborough,0,United Arab Emirates,7/13/2016 16:12,1,0.695652174,2,7,3,3,1,
0.497705252,,0.705882119,0.044860153,Balanced actuating moderator,Phillipsbury,1,Martinique,7/23/2016 11:46,1,0.47826087,5,7,2,,0,1
0.881353051,0.738095238,0.240215275,0.619929774,Customer-focused transitional strategy,Millerside,0,Somalia,7/13/2016 4:10,1,0.173913043,2,7,0,3,2,3
0.9581846,0.619047619,0.538622624,0.288836421,Advanced web-enabled standardization,Lake Jessica,0,Bhutan,6/11/2016 18:32,1,0.782608696,5,6,1,3,1,3
0.910929798,0.285714286,0.666881107,0.638576099,Pre-emptive executive knowledgebase,Lopezmouth,1,Greece,5/8/2016 12:51,0,0.52173913,6,5,2,1,2,3
0.288628251,0.166666667,0.653479324,0.769826856,Self-enabling holistic process improvement,Johnsport,0,Benin,4/7/2016 16:02,0,0.695652174,3,4,1,0,3,0
0.765765766,0.19047619,0.752476091,0.653892723,Horizontal client-driven hierarchy,South Ronald,0,Papua New Guinea,2/4/2016 13:30,0,0.565217391,3,2,2,0,2,2
0.087540371,0.404761905,0.327849402,0.729265044,Polarized dynamic throughput,South Daniel,0,Uzbekistan,2/26/2016 19:48,1,0.826086957,4,2,0,2,3,0
0.505354411,0.571428571,0.836647004,0.135185858,Devolved zero administration intranet,Suzannetown,0,South Africa,6/21/2016 13:15,1,0.565217391,1,6,3,3,0,1
0.798402176,0.285714286,0.721214171,0.763712314,User-friendly asymmetric info-mediaries,Lisaberg,0,Egypt,5/17/2016 4:27,0,0.173913043,1,5,2,1,3,3
0.810980792,0.595238095,0.6469916,0.134943698,Cross-platform regional task-force,Brianfurt,0,Hungary,4/18/2016 15:54,1,0.652173913,0,4,1,3,0,3
0.95954445,0.619047619,0.669920276,0.618718973,Polarized bandwidth-monitored moratorium,Stewartbury,0,Falkland Islands (Malvinas),4/3/2016 10:07,0,0.434782609,6,4,2,3,2,3
0.642699303,0.19047619,0.803528417,0.7158857,Centralized systematic knowledgebase,Benjaminchester,0,Dominica,4/4/2016 21:30,0,0.913043478,0,4,3,0,3,2
0.590855006,0.428571429,0.902572979,0.779634338,Future-proofed grid-enabled implementation,North Wesleychester,0,Jersey,7/6/2016 16:00,0,0.695652174,2,7,3,2,3,1
0.244433112,0.738095238,0.11679048,0.42735198,Down-sized well-modulated archive,East Michelleberg,0,Lithuania,5/4/2016 9:00,1,0.391304348,2,5,0,3,1,0
0.154173041,0.404761905,0.608055485,0.168119627,Realigned zero tolerance emulation,Port Eric,0,Saint Martin,6/13/2016 18:50,1,0.782608696,0,6,1,2,0,0
0.316845147,0.404761905,,0.435585422,Versatile transitional monitoring,Timothyfurt,0,Cuba,1/3/2016 16:01,1,0.695652174,6,1,,2,1,0
0.732619412,0.238095238,0.81903088,0.669935828,Profound zero administration instruction set,Port Jeffrey,0,United States Minor Outlying Islands,1/14/2016 0:23,0,0,3,1,3,0,2,2
0.185109638,0.666666667,0.554892401,0.139544739,User-centric intangible task-force,Guzmanland,0,Belize,1/12/2016 10:07,1,0.434782609,1,1,1,3,0,0
0.293897671,0.476190476,0.05670448,0.334483594,Enhanced system-worthy application,East Michele,1,Belize,4/16/2016 12:09,1,0.52173913,5,4,0,2,1,0
0.098079211,0.404761905,0.415840081,0.21600678,Multi-layered user-facing paradigm,East John,0,Antarctica (the territory South of 60 deg S),5/13/2016 6:09,1,0.260869565,4,5,0,2,1,0
0.100628931,0.452380952,0.436486059,0.196755055,Customer-focused 24/7 concept,Lesliebury,1,Saint Vincent and the Grenadines,3/27/2016 23:59,1,1,6,3,0,2,0,0
,0.095238095,,0.411853735,Function-based transitional complexity,Patriciahaven,1,Kuwait,,0,,,,,0,1,
0.734319225,0.452380952,0.863957379,0.25069621,Progressive clear-thinking open architecture,Ashleychester,1,Thailand,4/18/2016 11:23,0,0.47826087,0,4,3,2,1,2
0.871324154,0.285714286,0.765417029,0.517435525,Up-sized executive moderator,Lake Josetown,0,Gibraltar,2/5/2016 19:06,0,0.826086957,4,2,2,1,2,3
0.083460819,0.261904762,0.581795832,0.352463979,Re-contextualized optimal service-desk,Debraburgh,1,Holy See (Vatican City State),3/21/2016 18:46,1,0.782608696,0,3,1,1,1,0
0.390956995,0.595238095,0.793382329,0.118658433,Fully-configurable neutral open system,New Debbiestad,1,Korea,6/14/2016 11:59,1,0.47826087,1,6,3,3,0,1
0.86809451,0.595238095,0.705411806,0.783872139,,West Shaun,1,Saint Helena,2/6/2016 23:08,0,1,5,2,2,3,3,3
0.62009179,0.523809524,,0.640634459,Ergonomic client-driven application,,0,Turks and Caicos Islands,3/12/2016 1:39,0,0.043478261,5,3,,2,2,2
0.082780894,0.595238095,0.484361023,0.224664003,Realigned content-based leverage,Port Lawrence,1,Czech Republic,1/26/2016 3:56,1,0.130434783,1,1,0,3,1,0
0.398436172,0.714285714,0.780664027,0.146325221,Decentralized real-time circuit,West Ricardo,1,Netherlands,2/7/2016 8:02,1,0.347826087,6,2,2,3,0,1
0.651368349,0.523809524,0.549703229,0.020462526,Polarized modular function,Lake Jose,1,Belarus,5/5/2016 7:58,1,0.304347826,3,5,1,2,0,2
0.292027877,0.642857143,0.881409504,0.28732292,Enterprise-wide client-driven contingency,Heatherberg,0,Dominica,6/29/2016 2:43,1,0.086956522,2,6,3,3,1,0
0.612102669,0.904761905,0.729501911,0.275517617,Diverse modular interface,South George,0,South Africa,4/10/2016 19:48,1,0.826086957,6,4,2,3,1,2
0.434812171,0.142857143,0.841621175,,Polarized analyzing concept,Tinachester,1,New Zealand,2/10/2016 6:37,0,0.260869565,2,2,3,0,,1
0.780894102,0.380952381,0.89372239,0.407555394,Multi-channeled asynchronous open system,Port Jodi,0,Togo,5/28/2016 20:41,0,0.869565217,5,5,3,1,1,3
0.074791773,0.69047619,0.347938181,0.323525851,Function-based context-sensitive secured line,Jonathantown,1,Kenya,3/24/2016 6:36,1,0.260869565,3,3,0,3,1,0
0.557538671,0.333333333,0.804763904,0.862876862,Adaptive 24hour Graphic Interface,Sylviaview,0,Palau,2/12/2016 22:51,0,0.956521739,4,2,3,1,3,1
0.797552269,0.19047619,0.767942976,0.476449933,Automated coherent flexibility,East Timothyport,1,Timor-Leste,6/10/2016 10:11,0,0.434782609,4,6,2,0,2,3
0.941356451,0.452380952,0.651125316,0.710316019,Focused scalable complexity,West Roytown,1,Cambodia,3/31/2016 10:44,0,0.434782609,3,3,1,2,3,3
0.204657488,,0.638145745,0.134580458,Up-sized incremental encryption,Codyburgh,0,Belize,2/14/2016 6:51,1,0.260869565,6,2,1,,0,0
0.155192929,0.214285714,0.719912259,0.589659765,Sharable dedicated Graphic Interface,,1,Cuba,1/7/2016 19:16,1,0.826086957,3,1,2,0,2,0
0.813530512,0.19047619,0.727295868,0.624651895,Digitized zero administration paradigm,Port Chasemouth,1,Costa Rica,2/4/2016 2:13,0,0.086956522,3,2,2,0,2,3
0.730069692,0.404761905,0.904564174,0.329700932,Managed grid-enabled standardization,Ramirezside,0,Liechtenstein,5/9/2016 2:58,1,0.086956522,0,5,3,2,1,2
0.743158253,0.380952381,0.918786104,0.548068773,Networked foreground definition,East Michaeltown,1,Korea,6/23/2016 0:16,0,0,3,6,3,1,2,2
0.851266361,0.333333333,0.743233371,0.71431166,Re-engineered exuding frame,West Courtney,1,Ukraine,6/20/2016 9:35,0,0.391304348,0,6,2,1,3,3
0.669896311,0.285714286,0.668216918,0.885216128,Horizontal multi-state interface,West Michaelhaven,0,Angola,2/29/2016 12:31,0,0.52173913,0,2,2,1,3,2
0.734829169,0.119047619,0.672229085,0.349073738,Diverse stable circuit,Walshhaven,0,Nauru,1/17/2016 15:10,0,0.652173913,6,1,2,0,1,2
,0.738095238,0.564430288,0.215583,Universal 24/7 implementation,East Rachelview,0,Equatorial Guinea,1/29/2016 3:54,1,0.130434783,4,1,1,3,1,
0.035016148,0.30952381,0.522995711,0.545162853,Customer-focused multi-tasking Internet solution,Curtisport,0,Mongolia,7/14/2016 12:07,1,0.52173913,3,7,1,1,2,0
0.570797212,0.857142857,0.21798306,0.233926625,Vision-oriented contextually-based extranet,Frankbury,0,Svalbard & Jan Mayen Islands,1/10/2016 23:14,1,1,6,1,0,3,1,1
0.908720041,0.285714286,0.607293517,0.695846955,Extended local methodology,Timothytown,1,Timor-Leste,4/28/2016 18:34,0,0.782608696,3,4,1,1,3,3
0.458779534,0.547619048,0.45299084,0,Re-engineered demand-driven capacity,Samanthaland,1,Brazil,7/6/2016 18:36,1,0.782608696,2,7,0,2,0,1
